product_id,title,category,price,discount_pct,final_price,rating,num_reviews,availability,seller,scraped_date,product_url
WSP0167,Eco Portable Watch,Electronics,983.78,0,983.78,3.9,115,Limited Stock,DealsHub,2025-03-14,https://example-shop.com/product/WSP0167
WSP0168,Ultra Deluxe Lamp,Sports,1238.62,0,1238.62,2.5,42,Limited Stock,QuickMart,2024-10-01,https://example-shop.com/product/WSP0168
WSP0169,Premium Bluetooth Speaker,Electronics,1316.09,5,1250.29,4.3,105,In Stock,OfficialStore,2025-03-01,https://example-shop.com/product/WSP0169
WSP0170,Pro Deluxe Headphones,Automotive,801.26,0,801.26,4.5,36,In Stock,TopSeller,2025-02-06,https://example-shop.com/product/WSP0170
WSP0171,Eco Wireless Mixer,Automotive,1034.9,10,931.41,3.7,28,In Stock,OfficialStore,2025-06-18,https://example-shop.com/product/WSP0171
WSP0172,Smart Wireless Charger,Electronics,2199.25,25,1649.44,4.6,112,Out of Stock,ShopPlus,2025-01-31,https://example-shop.com/product/WSP0172
WSP0173,Pro Bluetooth Headphones,Fashion,645.73,15,548.87,4.1,47,Limited Stock,OfficialStore,2025-06-10,https://example-shop.com/product/WSP0173
WSP0174,Classic Compact Lamp,Fashion,1115.97,25,836.98,4.4,34,Out of Stock,DealsHub,2024-09-05,https://example-shop.com/product/WSP0174
WSP0175,Eco Compact Headphones,Electronics,1421.72,15,1208.46,4.6,106,Limited Stock,DealsHub,2025-03-23,https://example-shop.com/product/WSP0175
WSP0176,Pro Deluxe Headphones,Fashion,750.66,10,675.59,4.0,37,In Stock,QuickMart,2024-08-14,https://example-shop.com/product/WSP0176
WSP0177,Smart Compact Lamp,Electronics,1124.21,25,843.16,4.7,130,In Stock,TopSeller,2024-08-23,https://example-shop.com/product/WSP0177
WSP0178,Premium Deluxe Speaker,Electronics,2111.5,0,2111.5,4.0,116,In Stock,TopSeller,2024-12-17,https://example-shop.com/product/WSP0178
WSP0179,Ultra Bluetooth Watch,Automotive,211.19,10,190.07,3.0,40,In Stock,TopSeller,2024-10-15,https://example-shop.com/product/WSP0179
WSP0180,Eco Compact Lamp,Automotive,955.84,30,669.09,2.5,43,Out of Stock,QuickMart,2024-08-16,https://example-shop.com/product/WSP0180
WSP0181,Pro Bluetooth Lamp,Beauty,914.71,0,914.71,3.7,44,Limited Stock,TopSeller,2025-04-23,https://example-shop.com/product/WSP0181
WSP0182,Ultra Deluxe Lamp,Fashion,711.58,20,569.26,3.8,42,Limited Stock,TopSeller,2025-01-21,https://example-shop.com/product/WSP0182
WSP0183,Premium Portable Watch,Home,39.74,25,29.8,4.4,101,In Stock,QuickMart,2024-10-22,https://example-shop.com/product/WSP0183
WSP0184,Premium Bluetooth Watch,Sports,754.08,25,565.56,4.1,39,In Stock,OfficialStore,2025-04-12,https://example-shop.com/product/WSP0184
WSP0185,Ultra Bluetooth Charger,Electronics,1784.56,15,1516.88,5.0,111,In Stock,ShopPlus,2024-12-25,https://example-shop.com/product/WSP0185
WSP0186,Smart Wireless Backpack,Fashion,630.5,10,567.45,3.5,39,In Stock,DealsHub,2025-04-27,https://example-shop.com/product/WSP0186
WSP0187,Ultra Compact Watch,Home,1093.13,10,983.82,3.2,125,Limited Stock,OfficialStore,2024-12-31,https://example-shop.com/product/WSP0187
WSP0188,Smart Wireless Speaker,Fashion,506.31,15,430.36,3.7,42,Limited Stock,DealsHub,2025-05-06,https://example-shop.com/product/WSP0188
WSP0189,Classic Deluxe Headphones,Fashion,803.51,10,723.16,3.7,41,Limited Stock,ShopPlus,2024-10-06,https://example-shop.com/product/WSP0189
WSP0190,Eco Deluxe Speaker,Beauty,862.13,0,862.13,4.0,28,Limited Stock,TopSeller,2025-06-18,https://example-shop.com/product/WSP0190
WSP0191,Premium Wireless Speaker,Home,725.63,10,653.07,3.0,119,Limited Stock,TopSeller,2025-07-11,https://example-shop.com/product/WSP0191
WSP0192,Premium Portable Headphones,Toys,387.21,25,290.41,3.5,40,Limited Stock,DealsHub,2025-01-25,https://example-shop.com/product/WSP0192
WSP0193,Premium Bluetooth Mixer,Beauty,305.55,10,275.0,4.6,52,Limited Stock,DealsHub,2025-04-30,https://example-shop.com/product/WSP0193
WSP0194,Classic Portable Mixer,Home,1092.4,25,819.3,4.3,123,Out of Stock,ShopPlus,2025-03-19,https://example-shop.com/product/WSP0194
WSP0195,Premium Wireless Headphones,Sports,1674.04,25,1255.53,3.4,41,Limited Stock,ShopPlus,2024-12-12,https://example-shop.com/product/WSP0195
WSP0196,Smart Bluetooth Headphones,Sports,999.64,25,749.73,2.8,30,Out of Stock,OfficialStore,2025-05-20,https://example-shop.com/product/WSP0196
WSP0197,Smart Deluxe Headphones,Home,1131.22,25,848.41,4.6,120,In Stock,DealsHub,2025-01-06,https://example-shop.com/product/WSP0197
WSP0198,Premium Bluetooth Charger,Fashion,1248.74,5,1186.3,3.7,43,In Stock,OfficialStore,2024-10-13,https://example-shop.com/product/WSP0198
WSP0199,Ultra Compact Speaker,Fashion,936.66,30,655.66,3.6,37,Out of Stock,TopSeller,2024-12-15,https://example-shop.com/product/WSP0199
WSP0200,Premium Wireless Backpack,Electronics,1783.74,10,1605.37,4.0,95,Limited Stock,TopSeller,2024-11-18,https://example-shop.com/product/WSP0200
WSP0201,Classic Bluetooth Lamp,Toys,677.92,0,677.92,4.4,34,In Stock,QuickMart,2025-02-23,https://example-shop.com/product/WSP0201
WSP0202,Ultra Portable Backpack,Beauty,1097.46,25,823.1,3.7,45,Out of Stock,DealsHub,2025-04-06,https://example-shop.com/product/WSP0202
WSP0203,Ultra Wireless Lamp,Fashion,791.78,10,712.6,4.0,27,Out of Stock,QuickMart,2024-11-21,https://example-shop.com/product/WSP0203
WSP0204,Pro Compact Watch,Automotive,328.43,10,295.59,3.7,35,In Stock,ShopPlus,2024-09-20,https://example-shop.com/product/WSP0204
WSP0205,Classic Deluxe Lamp,Electronics,1580.34,25,1185.25,4.1,135,In Stock,TopSeller,2025-02-12,https://example-shop.com/product/WSP0205
WSP0206,Premium Bluetooth Backpack,Beauty,933.78,25,700.34,4.7,41,Limited Stock,DealsHub,2025-02-10,https://example-shop.com/product/WSP0206
WSP0207,Pro Wireless Headphones,Home,833.79,25,625.34,3.4,112,Out of Stock,OfficialStore,2025-03-26,https://example-shop.com/product/WSP0207
WSP0208,Pro Compact Watch,Sports,1182.52,5,1123.39,5.0,28,Limited Stock,QuickMart,2024-08-31,https://example-shop.com/product/WSP0208
WSP0209,Smart Deluxe Backpack,Fashion,71.7,10,64.53,3.4,50,Out of Stock,QuickMart,2025-05-08,https://example-shop.com/product/WSP0209
WSP0210,Eco Compact Mixer,Electronics,943.22,30,660.25,5.0,92,Out of Stock,ShopPlus,2025-06-12,https://example-shop.com/product/WSP0210
WSP0211,Ultra Compact Lamp,Beauty,1155.66,10,1040.09,3.1,54,Out of Stock,OfficialStore,2025-08-09,https://example-shop.com/product/WSP0211
WSP0212,Pro Bluetooth Watch,Beauty,493.25,5,468.59,3.8,52,Limited Stock,ShopPlus,2025-03-18,https://example-shop.com/product/WSP0212
WSP0213,Eco Bluetooth Charger,Toys,1211.51,10,1090.36,4.1,40,Out of Stock,OfficialStore,2025-03-16,https://example-shop.com/product/WSP0213
WSP0214,Ultra Wireless Headphones,Electronics,1070.52,30,749.36,4.0,123,Out of Stock,ShopPlus,2025-06-11,https://example-shop.com/product/WSP0214
WSP0215,Ultra Portable Speaker,Electronics,1484.04,10,1335.64,3.2,145,Out of Stock,OfficialStore,2025-07-19,https://example-shop.com/product/WSP0215
WSP0216,Classic Portable Charger,Fashion,1469.35,25,1102.01,3.4,42,Limited Stock,ShopPlus,2025-05-26,https://example-shop.com/product/WSP0216
WSP0217,Pro Portable Headphones,Electronics,947.76,5,900.37,3.7,151,Limited Stock,DealsHub,2024-10-18,https://example-shop.com/product/WSP0217
WSP0218,Smart Bluetooth Speaker,Electronics,1396.95,10,1257.26,4.0,110,Out of Stock,TopSeller,2024-08-31,https://example-shop.com/product/WSP0218
WSP0219,Ultra Deluxe Watch,Sports,690.51,10,621.46,3.8,48,In Stock,QuickMart,2024-10-12,https://example-shop.com/product/WSP0219
WSP0220,Classic Compact Watch,Fashion,957.05,10,861.35,4.1,40,Limited Stock,ShopPlus,2025-06-03,https://example-shop.com/product/WSP0220
WSP0221,Classic Portable Headphones,Sports,991.8,20,793.44,4.2,34,Out of Stock,TopSeller,2025-03-12,https://example-shop.com/product/WSP0221
WSP0222,Premium Portable Backpack,Fashion,570.36,15,484.81,4.1,37,Limited Stock,ShopPlus,2025-05-12,https://example-shop.com/product/WSP0222
WSP0223,Ultra Wireless Headphones,Beauty,1163.18,15,988.7,3.9,51,Limited Stock,QuickMart,2024-11-29,https://example-shop.com/product/WSP0223
WSP0224,Pro Portable Watch,Sports,750.29,15,637.75,3.7,43,Out of Stock,DealsHub,2025-01-10,https://example-shop.com/product/WSP0224
WSP0225,Ultra Wireless Backpack,Beauty,1710.33,30,1197.23,3.3,33,In Stock,DealsHub,2025-06-29,https://example-shop.com/product/WSP0225
WSP0226,Classic Compact Charger,Automotive,452.29,20,361.83,3.8,41,In Stock,ShopPlus,2025-02-03,https://example-shop.com/product/WSP0226
WSP0227,Eco Compact Backpack,Home,726.34,0,726.34,3.3,115,Out of Stock,DealsHub,2025-06-10,https://example-shop.com/product/WSP0227
WSP0228,Pro Wireless Watch,Beauty,763.22,15,648.74,3.8,45,Limited Stock,OfficialStore,2025-07-01,https://example-shop.com/product/WSP0228
WSP0229,Smart Wireless Charger,Electronics,1298.57,0,1298.57,3.9,111,Limited Stock,QuickMart,2024-10-28,https://example-shop.com/product/WSP0229
WSP0230,Pro Portable Lamp,Beauty,923.96,0,923.96,3.0,32,In Stock,ShopPlus,2024-09-02,https://example-shop.com/product/WSP0230
WSP0231,Pro Wireless Mixer,Toys,1019.87,20,815.9,4.9,38,In Stock,TopSeller,2024-10-30,https://example-shop.com/product/WSP0231
WSP0232,Ultra Bluetooth Headphones,Sports,750.05,25,562.54,3.8,29,Limited Stock,TopSeller,2025-03-12,https://example-shop.com/product/WSP0232
WSP0233,Smart Wireless Lamp,Sports,719.74,20,575.79,4.0,37,Out of Stock,TopSeller,2025-06-16,https://example-shop.com/product/WSP0233
WSP0234,Premium Bluetooth Backpack,Electronics,1352.42,20,1081.94,4.1,125,In Stock,OfficialStore,2025-04-09,https://example-shop.com/product/WSP0234
WSP0235,Premium Deluxe Speaker,Home,545.84,15,463.96,4.0,109,Limited Stock,DealsHub,2025-07-16,https://example-shop.com/product/WSP0235
WSP0236,Smart Deluxe Watch,Electronics,761.37,30,532.96,3.7,116,In Stock,TopSeller,2024-11-07,https://example-shop.com/product/WSP0236
WSP0237,Eco Deluxe Lamp,Fashion,461.43,20,369.14,4.4,31,Limited Stock,OfficialStore,2025-01-04,https://example-shop.com/product/WSP0237
WSP0238,Pro Wireless Headphones,Home,859.78,30,601.85,4.5,121,In Stock,TopSeller,2025-05-18,https://example-shop.com/product/WSP0238
WSP0239,Pro Compact Headphones,Toys,1263.94,15,1074.35,3.5,40,Out of Stock,QuickMart,2025-03-18,https://example-shop.com/product/WSP0239
WSP0240,Premium Compact Watch,Sports,842.87,25,632.15,3.2,52,Out of Stock,QuickMart,2025-01-25,https://example-shop.com/product/WSP0240
WSP0241,Pro Wireless Watch,Beauty,944.16,30,660.91,4.1,35,Out of Stock,DealsHub,2025-05-30,https://example-shop.com/product/WSP0241
WSP0242,Smart Deluxe Speaker,Electronics,1616.39,15,1373.93,3.7,109,Limited Stock,OfficialStore,2024-10-20,https://example-shop.com/product/WSP0242
WSP0243,Premium Compact Watch,Fashion,1513.91,10,1362.52,3.8,31,In Stock,TopSeller,2024-12-17,https://example-shop.com/product/WSP0243
WSP0244,Ultra Portable Speaker,Sports,1974.26,10,1776.83,3.2,47,In Stock,ShopPlus,2024-11-29,https://example-shop.com/product/WSP0244
WSP0245,Smart Compact Watch,Home,1040.09,0,1040.09,4.6,122,Limited Stock,TopSeller,2024-09-12,https://example-shop.com/product/WSP0245
WSP0246,Smart Compact Charger,Home,377.59,25,283.19,3.8,125,Out of Stock,TopSeller,2025-03-24,https://example-shop.com/product/WSP0246
WSP0247,Pro Portable Watch,Automotive,240.88,30,168.62,4.5,50,In Stock,DealsHub,2025-02-02,https://example-shop.com/product/WSP0247
WSP0248,Eco Bluetooth Backpack,Beauty,759.2,20,607.36,3.3,45,Limited Stock,ShopPlus,2025-04-03,https://example-shop.com/product/WSP0248
WSP0249,Pro Portable Backpack,Home,1188.82,10,1069.94,4.0,112,Limited Stock,ShopPlus,2024-10-01,https://example-shop.com/product/WSP0249
WSP0250,Ultra Wireless Speaker,Automotive,1127.75,30,789.42,4.1,30,In Stock,TopSeller,2025-04-17,https://example-shop.com/product/WSP0250
WSP0251,Pro Wireless Watch,Electronics,1113.69,15,946.64,3.7,111,Limited Stock,QuickMart,2025-04-17,https://example-shop.com/product/WSP0251
WSP0252,Pro Bluetooth Speaker,Automotive,472.93,25,354.7,3.1,32,In Stock,DealsHub,2025-01-10,https://example-shop.com/product/WSP0252
WSP0253,Premium Compact Charger,Electronics,849.2,0,849.2,5.0,115,In Stock,OfficialStore,2024-12-30,https://example-shop.com/product/WSP0253
WSP0254,Smart Compact Mixer,Automotive,908.97,5,863.52,4.1,37,In Stock,QuickMart,2025-06-19,https://example-shop.com/product/WSP0254
WSP0255,Ultra Deluxe Headphones,Sports,1236.84,20,989.47,3.5,35,Limited Stock,ShopPlus,2025-05-03,https://example-shop.com/product/WSP0255
WSP0256,Smart Deluxe Watch,Home,265.66,10,239.09,4.4,122,Limited Stock,TopSeller,2025-05-02,https://example-shop.com/product/WSP0256
WSP0257,Classic Deluxe Lamp,Sports,320.11,30,224.08,4.2,48,Limited Stock,TopSeller,2025-06-30,https://example-shop.com/product/WSP0257
WSP0258,Premium Wireless Headphones,Toys,211.8,30,148.26,3.0,41,In Stock,TopSeller,2025-08-11,https://example-shop.com/product/WSP0258
WSP0259,Ultra Compact Backpack,Fashion,543.57,10,489.21,4.2,43,In Stock,TopSeller,2024-08-29,https://example-shop.com/product/WSP0259
WSP0260,Pro Compact Watch,Sports,1447.52,30,1013.26,4.0,43,In Stock,TopSeller,2024-10-25,https://example-shop.com/product/WSP0260
WSP0261,Ultra Compact Charger,Automotive,557.94,20,446.35,4.3,41,Out of Stock,ShopPlus,2025-06-04,https://example-shop.com/product/WSP0261
WSP0262,Premium Deluxe Watch,Automotive,201.54,15,171.31,3.2,39,Limited Stock,OfficialStore,2024-10-26,https://example-shop.com/product/WSP0262
WSP0263,Classic Compact Charger,Electronics,1531.83,0,1531.83,4.5,125,In Stock,DealsHub,2025-04-17,https://example-shop.com/product/WSP0263
WSP0264,Eco Compact Charger,Electronics,1416.53,5,1345.7,3.8,127,In Stock,QuickMart,2025-04-07,https://example-shop.com/product/WSP0264
WSP0265,Pro Portable Speaker,Beauty,697.08,10,627.37,4.4,30,In Stock,OfficialStore,2024-11-13,https://example-shop.com/product/WSP0265
WSP0266,Classic Compact Backpack,Toys,496.41,10,446.77,3.2,45,Limited Stock,DealsHub,2024-10-01,https://example-shop.com/product/WSP0266
WSP0267,Eco Wireless Backpack,Electronics,1391.04,10,1251.94,4.7,123,Out of Stock,OfficialStore,2025-07-28,https://example-shop.com/product/WSP0267
WSP0268,Ultra Portable Headphones,Fashion,537.32,30,376.12,3.6,39,Out of Stock,OfficialStore,2025-06-03,https://example-shop.com/product/WSP0268
WSP0269,Eco Portable Lamp,Home,722.52,0,722.52,4.3,107,Limited Stock,TopSeller,2024-12-04,https://example-shop.com/product/WSP0269
WSP0270,Eco Compact Mixer,Electronics,1933.68,10,1740.31,4.1,126,In Stock,OfficialStore,2025-01-12,https://example-shop.com/product/WSP0270
WSP0271,Pro Compact Speaker,Toys,990.24,15,841.7,2.8,36,Limited Stock,TopSeller,2025-03-28,https://example-shop.com/product/WSP0271
WSP0272,Premium Wireless Speaker,Sports,902.47,20,721.98,4.5,36,Out of Stock,TopSeller,2024-09-15,https://example-shop.com/product/WSP0272
WSP0273,Ultra Deluxe Charger,Fashion,594.99,0,594.99,3.3,49,In Stock,OfficialStore,2025-07-31,https://example-shop.com/product/WSP0273
WSP0274,Classic Compact Backpack,Automotive,378.47,25,283.85,4.1,39,Out of Stock,OfficialStore,2024-11-04,https://example-shop.com/product/WSP0274
WSP0275,Premium Deluxe Lamp,Beauty,668.2,25,501.15,4.8,37,Out of Stock,TopSeller,2025-01-05,https://example-shop.com/product/WSP0275
WSP0276,Ultra Compact Headphones,Sports,0.44,15,0.37,3.8,44,In Stock,OfficialStore,2024-10-02,https://example-shop.com/product/WSP0276
WSP0277,Smart Bluetooth Charger,Fashion,867.03,0,867.03,4.5,47,Out of Stock,TopSeller,2025-04-17,https://example-shop.com/product/WSP0277
WSP0278,Eco Wireless Headphones,Electronics,847.19,25,635.39,3.5,119,Out of Stock,ShopPlus,2024-10-27,https://example-shop.com/product/WSP0278
WSP0279,Premium Bluetooth Lamp,Electronics,1481.5,0,1481.5,4.1,103,In Stock,OfficialStore,2025-06-10,https://example-shop.com/product/WSP0279
WSP0280,Classic Portable Speaker,Beauty,723.9,10,651.51,2.9,39,Out of Stock,ShopPlus,2024-09-12,https://example-shop.com/product/WSP0280
WSP0281,Smart Bluetooth Backpack,Home,604.45,15,513.78,5.0,115,Out of Stock,OfficialStore,2024-09-11,https://example-shop.com/product/WSP0281
WSP0282,Premium Portable Backpack,Electronics,1061.51,15,902.28,4.0,134,In Stock,QuickMart,2025-04-23,https://example-shop.com/product/WSP0282
WSP0283,Pro Portable Charger,Beauty,1828.8,10,1645.92,2.5,34,Limited Stock,TopSeller,2024-11-17,https://example-shop.com/product/WSP0283
WSP0284,Smart Compact Backpack,Fashion,565.43,0,565.43,3.4,43,In Stock,QuickMart,2025-01-15,https://example-shop.com/product/WSP0284
WSP0285,Eco Deluxe Charger,Sports,1136.92,5,1080.07,3.8,50,In Stock,TopSeller,2024-11-20,https://example-shop.com/product/WSP0285
WSP0286,Smart Compact Headphones,Home,1340.41,10,1206.37,3.1,138,In Stock,TopSeller,2025-07-26,https://example-shop.com/product/WSP0286
WSP0287,Pro Deluxe Mixer,Home,267.72,0,267.72,2.7,123,Out of Stock,OfficialStore,2024-12-01,https://example-shop.com/product/WSP0287
WSP0288,Premium Portable Charger,Automotive,841.14,15,714.97,3.9,42,Limited Stock,QuickMart,2025-07-01,https://example-shop.com/product/WSP0288
WSP0289,Smart Compact Watch,Electronics,1595.85,0,1595.85,4.4,147,Out of Stock,DealsHub,2025-01-29,https://example-shop.com/product/WSP0289
WSP0290,Premium Bluetooth Headphones,Beauty,42.9,5,40.75,4.0,38,Out of Stock,DealsHub,2024-11-14,https://example-shop.com/product/WSP0290
WSP0291,Pro Portable Speaker,Electronics,1713.75,30,1199.62,4.1,120,Limited Stock,QuickMart,2025-07-31,https://example-shop.com/product/WSP0291
WSP0292,Smart Portable Lamp,Toys,187.39,5,178.02,4.5,48,Limited Stock,OfficialStore,2025-02-20,https://example-shop.com/product/WSP0292
WSP0293,Eco Deluxe Lamp,Sports,589.39,30,412.57,3.5,45,Out of Stock,OfficialStore,2025-06-19,https://example-shop.com/product/WSP0293
WSP0294,Ultra Portable Lamp,Toys,516.23,15,438.8,4.2,37,Limited Stock,DealsHub,2024-10-24,https://example-shop.com/product/WSP0294
WSP0295,Eco Compact Charger,Sports,571.87,15,486.09,3.1,32,In Stock,DealsHub,2025-04-14,https://example-shop.com/product/WSP0295
WSP0296,Premium Portable Lamp,Home,1170.39,10,1053.35,3.9,140,Limited Stock,OfficialStore,2025-04-08,https://example-shop.com/product/WSP0296
WSP0297,Eco Portable Charger,Automotive,1185.56,15,1007.73,3.8,46,Limited Stock,OfficialStore,2024-10-02,https://example-shop.com/product/WSP0297
WSP0298,Smart Portable Mixer,Fashion,491.52,30,344.06,2.7,35,Out of Stock,ShopPlus,2025-08-07,https://example-shop.com/product/WSP0298
WSP0299,Smart Compact Mixer,Electronics,1542.82,30,1079.97,3.8,112,Out of Stock,QuickMart,2025-05-14,https://example-shop.com/product/WSP0299
WSP0300,Ultra Wireless Watch,Beauty,1075.17,15,913.89,3.4,48,In Stock,OfficialStore,2025-02-11,https://example-shop.com/product/WSP0300
WSP0301,Pro Compact Headphones,Beauty,936.73,0,936.73,3.8,34,Out of Stock,ShopPlus,2025-07-04,https://example-shop.com/product/WSP0301
WSP0302,Eco Compact Charger,Fashion,459.75,15,390.79,3.5,38,In Stock,TopSeller,2025-04-03,https://example-shop.com/product/WSP0302
WSP0303,Smart Portable Lamp,Automotive,260.09,5,247.09,4.9,52,Out of Stock,TopSeller,2024-09-25,https://example-shop.com/product/WSP0303
WSP0304,Classic Compact Mixer,Home,927.99,5,881.59,3.2,124,In Stock,OfficialStore,2024-09-12,https://example-shop.com/product/WSP0304
WSP0305,Classic Compact Lamp,Electronics,2181.84,20,1745.47,3.3,126,Out of Stock,QuickMart,2025-07-23,https://example-shop.com/product/WSP0305
WSP0306,Pro Bluetooth Speaker,Toys,548.54,10,493.69,3.6,39,Limited Stock,QuickMart,2025-08-05,https://example-shop.com/product/WSP0306
WSP0307,Smart Compact Mixer,Sports,785.36,20,628.29,4.2,36,In Stock,TopSeller,2025-02-15,https://example-shop.com/product/WSP0307
WSP0308,Premium Compact Watch,Electronics,713.07,20,570.46,4.0,126,In Stock,OfficialStore,2025-04-14,https://example-shop.com/product/WSP0308
WSP0309,Smart Compact Charger,Home,1406.18,15,1195.25,4.2,106,Limited Stock,OfficialStore,2024-09-19,https://example-shop.com/product/WSP0309
WSP0310,Smart Bluetooth Speaker,Beauty,732.06,20,585.65,4.8,39,Out of Stock,QuickMart,2025-02-23,https://example-shop.com/product/WSP0310
WSP0311,Pro Portable Watch,Beauty,607.07,20,485.66,4.5,41,Out of Stock,OfficialStore,2025-05-23,https://example-shop.com/product/WSP0311
WSP0312,Premium Portable Headphones,Fashion,833.11,0,833.11,3.8,41,Limited Stock,OfficialStore,2024-10-06,https://example-shop.com/product/WSP0312
WSP0313,Smart Compact Mixer,Home,853.67,20,682.94,4.3,113,Limited Stock,ShopPlus,2024-08-14,https://example-shop.com/product/WSP0313
WSP0314,Classic Deluxe Lamp,Fashion,635.59,0,635.59,4.4,43,Limited Stock,TopSeller,2025-01-30,https://example-shop.com/product/WSP0314
WSP0315,Pro Wireless Speaker,Automotive,972.34,20,777.87,3.0,27,In Stock,ShopPlus,2024-10-23,https://example-shop.com/product/WSP0315
WSP0316,Eco Deluxe Backpack,Sports,77.75,0,77.75,4.8,45,Limited Stock,ShopPlus,2025-07-18,https://example-shop.com/product/WSP0316
WSP0317,Ultra Compact Backpack,Toys,866.16,10,779.54,3.0,52,Out of Stock,QuickMart,2025-05-06,https://example-shop.com/product/WSP0317
WSP0318,Eco Portable Headphones,Automotive,606.55,5,576.22,4.3,39,Out of Stock,QuickMart,2025-04-17,https://example-shop.com/product/WSP0318
WSP0319,Smart Wireless Mixer,Beauty,709.16,15,602.79,3.7,52,In Stock,DealsHub,2025-02-09,https://example-shop.com/product/WSP0319
WSP0320,Smart Compact Backpack,Electronics,1755.04,10,1579.54,4.2,115,In Stock,DealsHub,2024-10-08,https://example-shop.com/product/WSP0320
WSP0321,Ultra Deluxe Headphones,Home,1001.83,30,701.28,4.4,115,Limited Stock,TopSeller,2024-11-11,https://example-shop.com/product/WSP0321
WSP0322,Ultra Compact Mixer,Home,501.62,20,401.3,3.6,111,In Stock,QuickMart,2025-03-20,https://example-shop.com/product/WSP0322
WSP0323,Smart Wireless Speaker,Fashion,457.46,15,388.84,3.4,40,Out of Stock,ShopPlus,2025-05-30,https://example-shop.com/product/WSP0323
WSP0324,Ultra Bluetooth Headphones,Toys,728.3,0,728.3,3.7,37,Out of Stock,TopSeller,2025-06-13,https://example-shop.com/product/WSP0324
WSP0325,Smart Compact Mixer,Beauty,1326.2,25,994.65,3.9,42,Out of Stock,OfficialStore,2025-06-10,https://example-shop.com/product/WSP0325
WSP0326,Premium Deluxe Speaker,Automotive,377.74,5,358.85,3.6,43,Limited Stock,OfficialStore,2025-06-07,https://example-shop.com/product/WSP0326
WSP0327,Eco Deluxe Watch,Toys,1475.68,5,1401.9,4.8,39,Out of Stock,DealsHub,2024-08-22,https://example-shop.com/product/WSP0327
WSP0328,Classic Portable Speaker,Toys,653.9,30,457.73,2.8,41,Out of Stock,QuickMart,2024-10-15,https://example-shop.com/product/WSP0328
WSP0329,Eco Wireless Mixer,Toys,603.22,0,603.22,4.6,43,In Stock,QuickMart,2024-12-27,https://example-shop.com/product/WSP0329
WSP0330,Pro Deluxe Mixer,Beauty,730.95,10,657.86,4.2,44,Out of Stock,DealsHub,2024-08-20,https://example-shop.com/product/WSP0330
WSP0331,Pro Bluetooth Mixer,Home,774.57,30,542.2,3.1,135,Limited Stock,ShopPlus,2025-07-02,https://example-shop.com/product/WSP0331
WSP0332,Premium Compact Backpack,Home,788.31,25,591.23,4.5,120,Out of Stock,DealsHub,2025-01-31,https://example-shop.com/product/WSP0332
